,CODE_GENDER,EXT_SOURCE_3,EMERGENCYSTATE_MODE,OCCUPATION_TYPE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,WALLSMATERIAL_MODE,REGION_RATING_CLIENT,TARGET
126986,F,0.5424451438613613,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
126988,F,0.3842068130556564,No,Medicine staff,State servant,Secondary / secondary special,Panel,2.0,0
127015,F,0.363945238612397,No,Laborers,Working,Lower secondary,Panel,2.0,0
127046,F,0.5954562029091491,No,Managers,Commercial associate,Incomplete higher,Panel,2.0,0
127093,F,0.4938628816996244,No,Cooking staff,Working,Higher education,Panel,2.0,0
127096,M,0.5154953751603267,No,Sales staff,Working,Secondary / secondary special,Panel,3.0,0
127107,F,0.3441550073724169,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
127109,F,0.4578995512067301,No,Sales staff,Working,Higher education,Panel,1.0,0
127110,F,0.3807996826489149,No,Accountants,Working,Higher education,"Stone, brick",3.0,0
127113,F,0.3539876078507373,No,Laborers,Working,Secondary / secondary special,Panel,3.0,0
127124,M,0.746300213050371,No,Cooking staff,Commercial associate,Higher education,Mixed,2.0,0
127126,M,0.5531646987710016,No,High skill tech staff,Working,Higher education,Panel,2.0,0
127127,M,0.8337869986815019,No,Laborers,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
127140,M,0.4294236843421945,No,Managers,State servant,Secondary / secondary special,Panel,3.0,0
127149,F,0.6832688314232291,No,Cleaning staff,Commercial associate,Secondary / secondary special,"Stone, brick",1.0,0
127156,F,0.7121551551910698,No,Sales staff,Working,Secondary / secondary special,Panel,2.0,0
127157,F,0.3774042489507649,No,High skill tech staff,Working,Secondary / secondary special,Panel,2.0,1
127163,M,0.4902575124990026,No,Managers,Commercial associate,Secondary / secondary special,"Stone, brick",1.0,0
127181,M,0.6380435278721609,No,Security staff,Working,Secondary / secondary special,Panel,2.0,0
127186,F,0.5919766183185521,No,Accountants,Working,Higher education,"Stone, brick",2.0,1
127204,M,0.5585066276769286,No,Laborers,Commercial associate,Higher education,Panel,2.0,0
127208,M,0.1538025863067176,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
127241,F,0.8128226070575616,No,Cleaning staff,Commercial associate,Secondary / secondary special,"Stone, brick",1.0,0
127266,M,0.5370699579791587,No,Managers,Working,Higher education,"Stone, brick",1.0,0
127273,M,0.172495466777331,No,Core staff,Working,Incomplete higher,Block,2.0,0
127288,F,0.6380435278721609,No,Cooking staff,Working,Secondary / secondary special,Panel,3.0,0
127295,F,0.190705947811054,No,Medicine staff,State servant,Secondary / secondary special,Block,2.0,0
127305,F,0.434733248750173,No,Core staff,Working,Higher education,Block,2.0,0
127306,M,0.6910212267577837,No,Laborers,Commercial associate,Secondary / secondary special,Panel,2.0,0
127310,M,0.25533177083329,No,Core staff,State servant,Higher education,Panel,2.0,0
127316,F,0.3656165070113335,No,Core staff,State servant,Incomplete higher,"Stone, brick",2.0,0
127321,M,0.7001838506835805,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
127343,M,0.7435593141311444,No,Drivers,Working,Secondary / secondary special,"Stone, brick",2.0,0
127353,F,0.4365064990977374,No,Laborers,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
127359,M,0.6109913280868294,No,Managers,Working,Higher education,"Stone, brick",2.0,0
127390,M,0.100151820337239,No,Cooking staff,Working,Higher education,Panel,2.0,0
127413,M,0.4400578303966329,No,Laborers,Working,Incomplete higher,Panel,1.0,0
127434,F,0.8528284668510541,No,Core staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
127436,F,0.22009464485041,No,Accountants,Commercial associate,Higher education,Panel,2.0,0
127442,F,0.4938628816996244,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
127466,M,0.4031416766587513,No,Managers,Working,Higher education,"Stone, brick",2.0,0
127494,F,0.5298898341969072,No,Sales staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
127499,M,0.5549467685334323,No,Drivers,Commercial associate,Secondary / secondary special,Panel,2.0,0
127542,F,0.7583930617144343,No,Core staff,Working,Secondary / secondary special,"Stone, brick",3.0,0
127577,F,0.4866531565147181,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
127580,F,0.1161249142719599,No,Sales staff,Working,Secondary / secondary special,Panel,3.0,1
127584,F,0.4206109640437848,No,Accountants,State servant,Higher education,Panel,2.0,0
127595,F,0.6195277080511546,No,Accountants,Working,Higher education,Panel,2.0,0
127599,M,0.6801388218428291,No,Drivers,Working,Secondary / secondary special,"Stone, brick",2.0,0
127603,F,0.3392876999089139,No,Sales staff,Working,Higher education,Panel,1.0,0
127608,F,0.7544061731797895,No,Sales staff,Working,Secondary / secondary special,Wooden,2.0,0
127633,M,0.7662336700704004,No,Laborers,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
127639,M,0.5954562029091491,No,Drivers,Commercial associate,Secondary / secondary special,Panel,2.0,0
127641,F,0.25533177083329,No,Core staff,Working,Secondary / secondary special,"Stone, brick",3.0,0
127656,F,0.3046721837533529,No,Sales staff,Working,Secondary / secondary special,Block,2.0,1
127678,F,0.8256357449717892,No,Managers,Working,Higher education,Panel,1.0,0
127680,F,0.6195277080511546,No,Medicine staff,Working,Secondary / secondary special,Block,2.0,0
127684,F,0.6706517530862718,No,Accountants,Working,Secondary / secondary special,"Stone, brick",2.0,0
127753,M,0.4848514754962666,No,Managers,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
127764,M,0.1437580534911652,No,Laborers,Commercial associate,Secondary / secondary special,Block,2.0,0
127771,F,0.2091546988410069,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
127779,F,0.0920128093981064,No,Sales staff,Commercial associate,Secondary / secondary special,Block,2.0,1
127783,F,0.6023863442690867,No,Security staff,Working,Secondary / secondary special,Panel,1.0,0
127784,M,0.5352762504724826,No,Managers,Working,Secondary / secondary special,Panel,2.0,0
127789,F,0.7338145369642702,No,Managers,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
127792,F,0.5280927512030451,No,Sales staff,Working,Higher education,Panel,1.0,0
127794,F,0.4118485559242397,No,Sales staff,Commercial associate,Secondary / secondary special,"Stone, brick",1.0,0
127814,M,0.3409064264152384,No,Laborers,Commercial associate,Higher education,Others,2.0,0
127820,F,0.0749592808990468,No,Accountants,Working,Secondary / secondary special,Panel,3.0,0
127824,F,0.5638350489514956,No,Sales staff,Working,Higher education,Panel,2.0,0
127844,F,0.7662336700704004,No,Core staff,State servant,Higher education,Panel,2.0,0
127849,M,0.4525335592581747,No,Laborers,Commercial associate,Incomplete higher,"Stone, brick",2.0,0
127887,F,0.4956658291397297,No,Accountants,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
127911,M,0.5602843280409464,No,High skill tech staff,Working,Incomplete higher,"Stone, brick",3.0,0
127963,M,0.633031641417419,No,Security staff,Working,Higher education,Block,2.0,1
127964,F,0.656158373001177,No,Cleaning staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
127974,F,0.520897599048938,No,Secretaries,State servant,Higher education,Block,2.0,0
127975,M,0.7981372313187245,No,Drivers,Working,Secondary / secondary special,Panel,1.0,0
127977,F,0.4083588531230431,No,Core staff,Working,Secondary / secondary special,"Stone, brick",1.0,0
127987,M,0.7047064232963289,No,Managers,Working,Higher education,"Stone, brick",2.0,0
127991,F,0.4241303111942548,No,Sales staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
127995,F,0.7610263695502636,No,Sales staff,Working,Higher education,Block,3.0,0
127997,F,0.4992720153045617,No,Secretaries,Commercial associate,Secondary / secondary special,Block,2.0,0
128008,F,0.8256357449717892,No,High skill tech staff,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
128014,F,0.6195277080511546,No,High skill tech staff,Commercial associate,Incomplete higher,Panel,3.0,0
128020,F,0.7136313997323308,No,Managers,Working,Higher education,"Stone, brick",3.0,0
128055,M,0.8128226070575616,No,Drivers,Working,Secondary / secondary special,Panel,2.0,0
128078,F,0.8193176922872417,No,Core staff,State servant,Secondary / secondary special,Panel,2.0,0
128079,M,0.6512602186973006,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
128081,F,0.5262949398096192,No,High skill tech staff,Working,Higher education,Wooden,2.0,0
128096,F,0.5726825047161584,No,Core staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
128104,F,0.4578995512067301,No,Waiters/barmen staff,Working,Secondary / secondary special,"Stone, brick",2.0,1
128119,F,0.1253078784282391,No,Accountants,Working,Higher education,Wooden,2.0,0
128136,F,0.7338145369642702,No,High skill tech staff,Working,Secondary / secondary special,Panel,2.0,0
128140,F,0.4974688893052743,No,Accountants,Working,Higher education,Panel,3.0,0
128147,M,0.7675231046555077,No,High skill tech staff,Working,Higher education,Mixed,2.0,0
128149,F,0.7338145369642702,No,HR staff,State servant,Secondary / secondary special,Panel,2.0,0
128190,F,0.6279908192952864,No,Laborers,Commercial associate,Higher education,Panel,2.0,0
128196,F,0.3201633668633456,No,Managers,Commercial associate,Higher education,"Stone, brick",2.0,0
128205,F,0.6528965519806539,No,Laborers,Commercial associate,Secondary / secondary special,Panel,2.0,0
128206,F,0.6658549219640212,No,Sales staff,Working,Secondary / secondary special,Panel,2.0,0
128211,F,0.5937175866150576,No,Core staff,Commercial associate,Higher education,Panel,1.0,0
128224,F,0.4258928980051529,No,Laborers,Working,Secondary / secondary special,Mixed,2.0,0
128234,M,0.5726825047161584,No,Core staff,Commercial associate,Secondary / secondary special,Block,2.0,0
128245,F,0.4812493411434029,No,Realty agents,Commercial associate,Secondary / secondary special,Block,2.0,0
128268,F,0.1082263226697141,No,Private service staff,Commercial associate,Secondary / secondary special,"Stone, brick",3.0,1
128291,F,0.3979463219016906,No,Security staff,Working,Higher education,Panel,2.0,0
128293,F,0.5172965813614878,No,Sales staff,Working,Secondary / secondary special,"Stone, brick",1.0,1
128303,F,0.6479768603302221,No,Cleaning staff,Commercial associate,Secondary / secondary special,Panel,1.0,0
128308,M,0.5691487713619409,No,Laborers,Working,Secondary / secondary special,Block,2.0,0
128314,M,0.6296742509538716,No,Drivers,Working,Secondary / secondary special,Panel,2.0,0
128334,M,0.2594676548211199,No,Managers,Working,Higher education,"Stone, brick",2.0,0
128343,F,0.5226973172821112,No,Sales staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
128357,M,0.5744466170995097,No,Managers,Working,Higher education,"Stone, brick",2.0,0
128361,M,0.7801436381572275,No,Laborers,Working,Secondary / secondary special,Panel,3.0,0
128366,F,0.4812493411434029,No,Medicine staff,State servant,Secondary / secondary special,"Stone, brick",2.0,0
128380,M,0.3927738606031339,No,Managers,Commercial associate,Higher education,Panel,2.0,0
128384,F,0.7738956942145427,No,Core staff,Working,Secondary / secondary special,Panel,1.0,0
128385,F,0.3807996826489149,No,Laborers,Working,Secondary / secondary special,Panel,3.0,1
128393,F,0.4561097392782771,No,Managers,Commercial associate,Secondary / secondary special,Panel,2.0,0
128396,M,0.4489622731076524,No,Drivers,Commercial associate,Secondary / secondary special,"Stone, brick",1.0,0
128400,M,0.4365064990977374,No,Managers,State servant,Higher education,"Stone, brick",2.0,0
128404,F,0.8027454758994178,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
128407,F,0.4543210601605785,No,Sales staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
128409,F,0.5154953751603267,No,Medicine staff,State servant,Secondary / secondary special,"Stone, brick",2.0,0
128410,F,0.7062051096536562,No,Accountants,Working,Higher education,"Stone, brick",2.0,0
128416,M,0.4974688893052743,No,High skill tech staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
128419,M,0.6109913280868294,No,High skill tech staff,Commercial associate,Higher education,Others,2.0,0
128424,F,0.5726825047161584,No,Security staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
128441,F,0.1556893746835917,No,IT staff,State servant,Secondary / secondary special,Panel,2.0,0
128463,F,0.5989262182569273,No,Cleaning staff,Working,Secondary / secondary special,Panel,2.0,0
128466,F,0.6706517530862718,No,Core staff,State servant,Higher education,Panel,2.0,0
128497,F,0.8061492814355136,No,Core staff,Working,Higher education,Panel,2.0,0
128502,M,0.6848276586890367,No,Laborers,Commercial associate,Higher education,Panel,1.0,0
128503,F,0.4329616670974407,No,Medicine staff,Commercial associate,Secondary / secondary special,Panel,2.0,0
128504,F,0.813917469762627,No,Drivers,Working,Secondary / secondary special,Panel,2.0,0
128516,F,0.6879328378491735,No,Sales staff,Commercial associate,Secondary / secondary special,Panel,2.0,0
128517,F,0.4543210601605785,No,Medicine staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
128551,M,0.2314393514998941,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
128561,M,0.2985949897873972,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
128563,F,0.4543210601605785,No,Laborers,State servant,Secondary / secondary special,Panel,2.0,0
128575,M,0.7001838506835805,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
128586,M,0.5849900404894085,No,Laborers,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
128599,M,0.7001838506835805,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
128617,F,0.7136313997323308,No,Laborers,Working,Higher education,Panel,2.0,0
128635,M,0.2405414172860865,Yes,Laborers,Working,Incomplete higher,"Stone, brick",3.0,0
128639,F,0.5406544504453575,No,Medicine staff,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
128641,F,0.7121551551910698,Yes,Cleaning staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
128642,M,0.7047064232963289,No,Laborers,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
128677,F,0.6006575372857061,No,Accountants,Commercial associate,Secondary / secondary special,Panel,1.0,0
128678,F,0.4650692149562261,No,Laborers,Working,Secondary / secondary special,"Stone, brick",1.0,0
128691,F,0.3474182272002641,No,Laborers,Commercial associate,Lower secondary,"Stone, brick",2.0,0
128695,F,0.470456116119975,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,1
128697,F,0.0005272652387098,No,Accountants,Working,Secondary / secondary special,Others,2.0,0
128703,F,0.3791004853998145,No,Core staff,Working,Secondary / secondary special,Block,2.0,0
128717,F,0.6690566947824041,No,Cooking staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
128724,F,0.3539876078507373,No,Managers,Working,Higher education,"Stone, brick",2.0,0
128728,M,0.5884877883422673,No,Security staff,State servant,Secondary / secondary special,"Stone, brick",3.0,0
128745,M,0.5172965813614878,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
128748,M,0.7380196196295241,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
128751,M,0.7091891096653581,No,Medicine staff,Commercial associate,Secondary / secondary special,Wooden,1.0,0
128771,F,0.5136937663039473,No,Private service staff,Working,Incomplete higher,"Stone, brick",2.0,0
128778,F,0.7366226976503176,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
128792,F,0.1183643263674006,Yes,Managers,State servant,Secondary / secondary special,"Stone, brick",1.0,0
128794,M,0.4170996682522097,No,Drivers,Commercial associate,Secondary / secondary special,Panel,2.0,0
128821,F,0.7662336700704004,No,Private service staff,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
128822,M,0.7922644738669378,No,Waiters/barmen staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
128824,M,0.4382813743111921,No,Managers,Commercial associate,Higher education,"Stone, brick",2.0,0
128845,M,0.5884877883422673,No,Drivers,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
128878,F,0.2851799046358216,No,Laborers,Working,Higher education,"Stone, brick",1.0,0
128879,F,0.7165702448010511,No,Managers,State servant,Higher education,Panel,3.0,0
128881,M,0.6279908192952864,No,Security staff,Working,Secondary / secondary special,Panel,2.0,0
128890,F,0.6690566947824041,No,Accountants,Working,Higher education,Panel,3.0,0
128904,M,0.1285043773724039,No,Core staff,Commercial associate,Higher education,"Stone, brick",2.0,0
128929,F,0.3523399726917038,No,Accountants,Commercial associate,Higher education,Panel,1.0,0
128934,F,0.6496203111237195,No,Laborers,State servant,Secondary / secondary special,Panel,2.0,0
128935,M,0.5585066276769286,No,Managers,Commercial associate,Higher education,Panel,3.0,0
128937,F,0.7062051096536562,No,Core staff,Commercial associate,Secondary / secondary special,Panel,2.0,0
128938,F,0.3689687382528466,No,High skill tech staff,Working,Secondary / secondary special,Panel,2.0,0
128943,M,0.3927738606031339,No,Managers,State servant,Higher education,"Stone, brick",2.0,0
128970,F,0.3376727217405312,No,Managers,Working,Higher education,"Stone, brick",2.0,0
128993,M,0.7597121819739279,No,Core staff,Commercial associate,Higher education,"Stone, brick",2.0,0
128994,F,0.6075573001388961,No,Sales staff,Commercial associate,Secondary / secondary special,Panel,1.0,0
129006,F,0.6722428897082422,No,Medicine staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
129020,F,0.5298898341969072,No,Core staff,Working,Secondary / secondary special,Wooden,3.0,0
129048,M,0.6754132910917112,No,Laborers,Commercial associate,Secondary / secondary special,Panel,2.0,0
129055,M,0.7826078370261895,No,High skill tech staff,State servant,Higher education,Panel,2.0,0
129078,F,0.6195277080511546,No,Cleaning staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
129083,F,0.722392890081304,No,Laborers,Working,Higher education,Panel,2.0,0
129090,F,0.3927738606031339,No,Sales staff,Working,Secondary / secondary special,Panel,2.0,0
129091,F,0.7776594425716818,No,Sales staff,Working,Secondary / secondary special,Panel,2.0,0
129097,F,0.7850520263728172,No,High skill tech staff,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
129113,F,0.3556387169923543,No,Medicine staff,Working,Secondary / secondary special,Panel,2.0,0
129126,F,0.5814837058057234,No,Sales staff,Working,Secondary / secondary special,Panel,3.0,0
129127,F,0.8435435389318647,No,Laborers,Commercial associate,Secondary / secondary special,Others,2.0,0
129132,F,0.5172965813614878,No,Laborers,Working,Secondary / secondary special,Block,3.0,0
129152,F,0.4938628816996244,No,Sales staff,Working,Higher education,Panel,2.0,0
129153,F,0.6642482627052363,No,Medicine staff,Working,Secondary / secondary special,Block,2.0,0
129156,M,0.6769925032909132,No,Drivers,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
129167,M,0.6127042441012546,No,High skill tech staff,Commercial associate,Higher education,"Stone, brick",2.0,1
129197,F,0.7910749129911773,No,Core staff,Working,Secondary / secondary special,Panel,2.0,0
129218,M,0.5919766183185521,No,Sales staff,Working,Higher education,Panel,2.0,0
129223,M,0.5567274263630174,No,Drivers,Working,Secondary / secondary special,"Stone, brick",1.0,0
129231,F,0.6801388218428291,No,Laborers,Working,Secondary / secondary special,Panel,1.0,0
129241,M,0.6212263380626669,No,High skill tech staff,Working,Higher education,"Stone, brick",2.0,0
129246,F,0.4686596550493113,No,Managers,Commercial associate,Higher education,Panel,1.0,0
129250,F,0.7503751495159068,No,Accountants,Commercial associate,Higher education,Panel,1.0,0
129252,F,0.5064842396679806,No,Sales staff,Working,Secondary / secondary special,Panel,2.0,0
129273,F,0.6528965519806539,No,Core staff,Commercial associate,Secondary / secondary special,Block,2.0,0
129287,F,0.5028782772082183,No,Sales staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
129309,M,0.6690566947824041,No,Managers,Commercial associate,Higher education,Panel,2.0,1
129383,F,0.1714683668967994,No,Managers,Commercial associate,Secondary / secondary special,Panel,2.0,0
129391,M,0.1510075350878296,No,Laborers,Working,Higher education,Panel,2.0,0
129392,M,0.4311917977993083,No,Drivers,Working,Secondary / secondary special,"Stone, brick",2.0,0
129409,M,0.375711009574066,No,Drivers,Working,Secondary / secondary special,"Stone, brick",2.0,0
129410,M,0.8193176922872417,No,Drivers,Working,Higher education,Panel,2.0,0
129411,F,0.5531646987710016,No,Laborers,Commercial associate,Higher education,"Stone, brick",2.0,0
129415,M,0.746300213050371,No,Laborers,State servant,Secondary / secondary special,"Stone, brick",3.0,0
129428,F,0.5919766183185521,No,Sales staff,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,1
129456,F,0.6817058776720116,No,Sales staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
129464,M,0.5673792367572691,No,High skill tech staff,Working,Higher education,Wooden,2.0,0
129491,F,0.5691487713619409,No,Medicine staff,Working,Secondary / secondary special,Panel,1.0,0
129505,F,0.4418358231994413,No,Sales staff,Commercial associate,Higher education,"Stone, brick",2.0,0
129507,F,0.6956219298394389,No,Core staff,Working,Secondary / secondary special,"Stone, brick",1.0,0
129511,M,0.4561097392782771,No,Sales staff,Working,Higher education,"Stone, brick",3.0,0
129513,M,0.6594055320683344,No,Sales staff,Commercial associate,Secondary / secondary special,Panel,2.0,0
129534,F,0.4276573700350293,No,Core staff,Working,Secondary / secondary special,"Stone, brick",1.0,0
129563,M,0.5726825047161584,No,Security staff,Working,Higher education,Panel,2.0,0
129587,F,0.4830501881366946,No,Core staff,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
129590,M,0.3556387169923543,No,Laborers,Working,Secondary / secondary special,Block,2.0,1
129595,F,0.2678689358444539,No,Core staff,State servant,Higher education,"Stone, brick",2.0,1
129602,M,0.3979463219016906,No,Sales staff,Working,Higher education,Panel,3.0,0
129604,F,0.6910212267577837,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
129619,M,0.3825018041447388,No,IT staff,Working,Higher education,"Stone, brick",2.0,0
129630,F,0.7713615919194317,No,Private service staff,Commercial associate,Secondary / secondary special,Block,2.0,0
129637,M,0.7076993447402619,No,Laborers,Working,Higher education,"Stone, brick",2.0,0
129639,F,0.2044226253763287,No,Laborers,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
129643,M,0.6577838002083306,No,Laborers,Commercial associate,Secondary / secondary special,"Stone, brick",1.0,0
129644,M,0.8061492814355136,No,Laborers,Working,Secondary / secondary special,"Stone, brick",1.0,0
129651,M,0.6212263380626669,No,Sales staff,Working,Higher education,Others,2.0,0
129662,F,0.445396241560834,No,Cooking staff,Working,Secondary / secondary special,Panel,2.0,0
129666,F,0.3217352821966848,No,Laborers,Commercial associate,Secondary / secondary special,Panel,1.0,0
129675,F,0.633031641417419,No,Managers,Commercial associate,Secondary / secondary special,Panel,1.0,0
129703,F,0.7726311345553628,No,High skill tech staff,Working,Secondary / secondary special,Panel,3.0,0
129734,M,0.5136937663039473,No,Core staff,Commercial associate,Secondary / secondary special,"Stone, brick",1.0,0
129741,M,0.7106743858828587,No,Managers,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
129744,M,0.3791004853998145,No,Sales staff,Working,Secondary / secondary special,"Stone, brick",1.0,0
129749,F,0.4830501881366946,No,Accountants,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
129767,M,0.4223696523543468,No,Low-skill Laborers,Working,Secondary / secondary special,Panel,1.0,0
129809,F,0.6413682574954046,No,Managers,State servant,Higher education,"Stone, brick",2.0,0
129810,M,0.5779691187553125,No,Core staff,Working,Higher education,"Stone, brick",2.0,0
129840,M,0.3217352821966848,No,Laborers,Commercial associate,Higher education,"Stone, brick",3.0,0
129851,F,0.4884551844437485,No,Core staff,State servant,Higher education,"Stone, brick",2.0,1
129858,F,0.8193176922872417,No,Security staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
129863,F,0.7076993447402619,No,Sales staff,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
129869,F,0.7047064232963289,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
129879,F,0.3062022983135042,No,Cooking staff,Working,Secondary / secondary special,Panel,2.0,0
129888,F,0.7121551551910698,No,Managers,Working,Higher education,"Stone, brick",2.0,0
129894,M,0.722392890081304,No,Laborers,Working,Incomplete higher,Panel,2.0,0
129901,M,0.2866524828090694,No,Drivers,Working,Secondary / secondary special,"Stone, brick",2.0,0
129902,F,0.4614823912998385,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
129911,M,0.5226973172821112,No,Managers,Commercial associate,Secondary / secondary special,Panel,2.0,0
129919,M,0.3376727217405312,No,Drivers,Commercial associate,Secondary / secondary special,Panel,2.0,0
129931,F,0.7324033228040929,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
129934,M,0.6296742509538716,No,Laborers,Working,Lower secondary,"Stone, brick",2.0,0
129942,F,0.7922644738669378,No,Medicine staff,Commercial associate,Higher education,Panel,2.0,0
129944,F,0.6801388218428291,No,Medicine staff,Working,Secondary / secondary special,Panel,2.0,0
129948,F,0.1161249142719599,No,Laborers,State servant,Secondary / secondary special,Panel,1.0,0
129952,F,0.7209441499436497,No,Sales staff,Working,Incomplete higher,Panel,2.0,0
129958,F,0.4525335592581747,No,Security staff,Working,Secondary / secondary special,"Stone, brick",3.0,0
129973,M,0.4031416766587513,No,Managers,Commercial associate,Higher education,Panel,2.0,0
130039,M,0.4382813743111921,No,Managers,Commercial associate,Secondary / secondary special,Others,2.0,0
130044,M,0.7688075728291359,No,Core staff,Working,Secondary / secondary special,Panel,1.0,0
130064,M,0.5797274227921155,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
130092,F,0.1455428133497032,No,Core staff,Working,Higher education,Block,2.0,0
130116,M,0.3706496323299817,No,Drivers,Working,Secondary / secondary special,Panel,2.0,0
130124,M,0.622922000268356,No,Laborers,Working,Higher education,Panel,2.0,0
130129,F,0.4294236843421945,No,Accountants,Working,Higher education,Panel,2.0,0
130135,F,0.7597121819739279,No,Medicine staff,Working,Secondary / secondary special,Block,1.0,0
130152,M,0.4866531565147181,No,Core staff,State servant,Higher education,Block,2.0,0
130173,F,0.656158373001177,No,Laborers,Working,Incomplete higher,Panel,3.0,0
130176,F,0.722392890081304,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
130178,F,0.326475210066026,No,Managers,Working,Secondary / secondary special,"Stone, brick",2.0,0
130179,F,0.3016248916841194,No,Cleaning staff,Commercial associate,Secondary / secondary special,Panel,2.0,0
130211,F,0.7688075728291359,No,Accountants,Working,Higher education,"Stone, brick",2.0,0
130214,F,0.6313545365850379,No,Sales staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
130216,M,0.1021187878635838,Yes,Drivers,State servant,Secondary / secondary special,Wooden,2.0,0
130224,M,0.5280927512030451,No,Laborers,Working,Secondary / secondary special,Panel,1.0,0
130245,F,0.5937175866150576,No,Accountants,Working,Higher education,Panel,2.0,0
130272,F,0.5779691187553125,No,Accountants,Commercial associate,Higher education,"Stone, brick",3.0,0
130278,F,0.6863823354047934,No,Accountants,Commercial associate,Incomplete higher,Panel,3.0,0
130283,M,0.7194907850918436,No,Laborers,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
130288,F,0.6577838002083306,No,Core staff,State servant,Higher education,"Stone, brick",2.0,0
130289,F,0.5971924268337128,No,Sales staff,Commercial associate,Higher education,"Stone, brick",2.0,0
130312,F,0.3944954053123993,No,Laborers,Commercial associate,Secondary / secondary special,Panel,1.0,0
130368,F,0.5884877883422673,No,Sales staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
130390,F,0.3001077565791181,No,Core staff,Working,Higher education,Panel,2.0,0
130393,F,0.5902333386185574,No,Laborers,Commercial associate,Higher education,Panel,1.0,0
130394,M,0.7981372313187245,No,Drivers,Working,Secondary / secondary special,Panel,2.0,0
130402,M,0.4223696523543468,No,Managers,Working,Higher education,"Stone, brick",2.0,0
130414,F,0.6246146584503397,No,Managers,State servant,Secondary / secondary special,"Stone, brick",2.0,0
130415,M,0.7136313997323308,No,Managers,Commercial associate,Higher education,"Stone, brick",2.0,0
130427,M,0.7992967832109371,No,Laborers,Working,Higher education,Panel,2.0,0
